English,IMG,Transcription,Audio,Vietnamese,Sentence,Vietnamese_Explain,English_Explain,Collocations,Synonyms_Antonyms,Phrasal_Idioms,Word_Analysis,Nuance_Register
inexperience,"<img src=""inexperience.jpg"">",/ˌɪnɪkˈspɪəriəns/,[sound:inexperience.mp3],sự thiếu kinh nghiệm,Her errors were mostly due to youth and {{c1::inexperience}}.,"Sự thiếu hiểu biết thực tế, kỹ năng hoặc trải nghiệm thực tế trong một lĩnh vực cụ thể.","Lack of experience, knowledge, or skill in a particular field.","youthful inexperience, show inexperience, relative inexperience","Syn: greenness, ignorance | Ant: experience, expertise",None,in- (tiền tố phủ định: không) + experience (kinh nghiệm),Neutral / Formal - Thường dùng để giảm bớt tính nghiêm trọng của lỗi lầm bằng cách đổ lỗi cho việc thiếu trải nghiệm.
mess up,,/mes ʌp/,[sound:messup.mp3],"làm hỏng, phá hỏng, làm xáo trộn",Don't worry about making mistakes; just try not to {{c1::mess up}} the entire presentation.,"Làm một việc gì đó bị hỏng, sai sót hoặc gây bừa bộn, mất trật tự.","To make a mistake, do something badly, or cause something to fail or become untidy.","mess up a test, mess up an opportunity, mess up the room","Syn: ruin, botch, bungle | Ant: succeed, fix, organize",mess up with someone (xung đột/gây sự với ai),"mess (sự hỗn độn, xuất xứ từ việc dọn thức ăn trộn lẫn) + up (tiền tố nhấn mạnh hành động)","Informal - Rất thông dụng trong giao tiếp hàng ngày, không nên dùng trong văn viết học thuật."
evaluate,"<img src=""evaluate.jpg"">",/ɪˈvæljueɪt/,[sound:evaluate.mp3],"đánh giá, định giá",The teacher will {{c1::evaluate}} your performance based on the final project.,"Xem xét kỹ lưỡng để đưa ra nhận định về giá trị, chất lượng, tầm quan trọng hoặc điều kiện của ai/cái gì.","Form an idea of the amount, number, or value of; assess.","carefully evaluate, evaluate performance, evaluate progress","Syn: assess, appraise, judge | Ant: ignore, neglect",None,e- (biến thể của ex-: ra ngoài) + value (giá trị) + -ate (hậu tố động từ) -> lôi giá trị ra để xem xét,"Formal / Academic - Phổ biến trong giáo dục, kinh tế và nghiên cứu."
impractical,"<img src=""impractical.jpg"">",/ɪmˈpræktɪkl/,[sound:impractical.mp3],"vô bổ, không thực tế, phi thực tế","It's an interesting idea, but it's highly {{c1::impractical}} to implement.","Ý tưởng hoặc giải pháp không thực tế, khó có thể thực thi hoặc hoạt động hiệu quả trong thực tế.",Not sensible or realistic; not adapted for use or action.,"highly impractical, impractical idea, impractical design","Syn: unrealistic, unfeasible | Ant: practical, realistic",None,"im- (tiền tố phủ định: không) + practical (thực tế, bắt nguồn từ 'praxis' - hành động)","Neutral / Formal - Thường dùng để phản bác các dự án, ý kiến chưa khả thi."
crisis,"<img src=""crisis.jpg"">",/ˈkraɪsɪs/,[sound:crisis.mp3],cuộc khủng hoảng,The country is facing a severe financial {{c1::crisis}}.,"Một thời điểm cực kỳ nguy hiểm, khó khăn, hoặc không chắc chắn, đòi hỏi phải đưa ra quyết định quan trọng.","A time of intense difficulty, trouble, or danger when difficult decisions must be made.","financial crisis, identity crisis, resolve a crisis","Syn: emergency, catastrophe, plight | Ant: stability, peace",midlife crisis (khủng hoảng tuổi trung niên),"gốc Hy Lạp 'krisis' - sự phán xét, quyết định vào lúc nguy cấp","Formal / Neutral - Dùng nhiều trên tin tức, chính trị, kinh tế."
urgency,"<img src=""urgency.jpg"">",/ˈɜːdʒənsi/,[sound:urgency.mp3],"sự khẩn cấp, sự gấp rút",The situation demands immediate action; there is a sense of {{c1::urgency}}.,Trạng thái hoặc chất lượng của việc đòi hỏi phải chú ý hoặc hành động ngay lập tức.,Importance requiring swift action.,"sense of urgency, matter of urgency, absolute urgency","Syn: emergency, pressure, haste | Ant: leisure, calmness",None,"urg- (từ gốc Latin 'urgere' - thúc ép, đẩy) + -ency (hậu tố danh từ chỉ trạng thái)","Formal / Neutral - Sử dụng nhiều trong y tế, quản lý dự án, báo cáo khẩn."
precious,"<img src=""precious.jpg"">",/ˈpreʃəs/,[sound:precious.mp3],"quý giá, quý báu",Clean water is a {{c1::precious}} resource that we must conserve.,"Có giá trị lớn (thường là về mặt tinh thần, hoặc do độ hiếm, đắt đỏ).",Of great value; not to be wasted or treated carelessly.,"precious memories, precious stones, precious metals","Syn: valuable, prized, cherished | Ant: worthless, cheap",None,prec- (gốc Latin 'pretium' - giá cả/giá trị) + -ous (hậu tố tính từ đầy rẫy),Neutral - Mang tính cảm xúc hoặc mô tả tài nguyên quý hiếm.
priceless,"<img src=""priceless.jpg"">",/ˈpraɪsləs/,[sound:priceless.mp3],"vô giá, cực kỳ quý giá",The museum houses a {{c1::priceless}} collection of ancient artifacts.,"Có giá trị cực kỳ lớn, không thể đo đếm được bằng tiền (không phải là không có giá trị).",So precious that its value cannot be determined.,"priceless painting, priceless advice, priceless information","Syn: invaluable, irreplaceable | Ant: worthless, cheap",None,price (giá) + -less (tiền tố chỉ không có -> không có giá nào mua được),Neutral / Formal - Tránh nhầm lẫn với worthless.
valueless,,/ˈvæljuːləs/,[sound:valueless.mp3],"không có giá trị, vô giá trị","Without the signature, this legal document is {{c1::valueless}}.",Không có một chút giá trị thực tế hoặc giá trị tài chính nào.,Having no financial or practical value; worthless.,"render valueless, valueless paper, valueless objects","Syn: worthless, useless | Ant: valuable, priceless",None,value (giá trị) + -less (không có),"Neutral / Formal - Thường dùng để chỉ giấy tờ, đồ dùng hư hỏng."
worthless,"<img src=""worthless.jpg"">",/ˈwɜːθləs/,[sound:worthless.mp3],"vô dụng, không có giá trị",Don't waste your money on that; it's completely {{c1::worthless}}.,"Không có giá trị sử dụng, giá trị tinh thần hoặc giá trị kinh tế; đôi khi dùng để chê bai người khác.",Having no real value or use.,"feel worthless, worthless advice, worthless promise","Syn: valueless, useless, insignificant | Ant: valuable, worthy",None,worth (giá trị) + -less (không có),Neutral / Informal - Mang sắc thái chỉ trích mạnh hơn valueless.
occupation,"<img src=""occupation.jpg"">",/ˌɒkjuˈpeɪʃn/,[sound:occupation.mp3],"nghề nghiệp, sự chiếm đóng","Please state your name, age, and {{c1::occupation}} on the form.","Công việc chính để kiếm sống của một người; hoặc sự cưỡng chiếm, đóng đóng một lãnh thổ.",A job or profession; or the action of occupying a place.,"main occupation, occupation of a country, seek an occupation","Syn: job, profession, career | Ant: unemployment",None,oc- (biến thể của ob-: hướng tới) + cup/cap (nắm lấy) + -ation (hậu tố danh từ chỉ trạng thái/hành động),Formal - Hay xuất hiện trong các tờ khai hành chính hơn chữ 'job'.
unemployment,"<img src=""unemployment.jpg"">",/ˌʌnɪmˈplɔɪmənt/,[sound:unemployment.mp3],tình trạng thất nghiệp,The government is trying to reduce the rate of {{c1::unemployment}}.,Trạng thái một người không có việc làm dù đang chủ động tìm kiếm việc làm.,The state of being unemployed; the number of people without a job.,"unemployment rate, unemployment benefit, rise in unemployment",Syn: joblessness | Ant: employment,on unemployment (đang nhận trợ cấp thất nghiệp),un- (không) + employ (thuê làm) + -ment (hậu tố danh từ chỉ trạng thái),Formal / Academic - Thường dùng trong báo cáo kinh tế vĩ mô.
non-academic,"<img src=""non-academic.jpg"">",/ˌnɒnˌækəˈdemɪk/,[sound:non-academic.mp3],"ngoài học thuật, thực tế, phi học thuật",She enjoys {{c1::non-academic}} activities like sports and painting.,"Không thuộc về trường lớp, học thuật hoặc nghiên cứu lý thuyết lý luận.",Not relating to study or formal education; practical or recreational.,"non-academic activities, non-academic staff, non-academic reasons","Syn: practical, vocational, recreational | Ant: academic",None,non- (tiền tố phủ định) + academic (thuộc về học thuật),Neutral / Academic - Thường dùng trong ngữ cảnh trường học để phân loại hoạt động ngoại khóa.
attentively,"<img src=""attentively.jpg"">",/əˈtentɪvli/,[sound:attentively.mp3],"một cách chăm chú, chu đáo",The students listened {{c1::attentively}} to the guest speaker.,"Thực hiện hành động một cách tập trung, lắng nghe hoặc quan sát vô cùng cẩn thận.",While paying close attention.,"listen attentively, watch attentively, read attentively","Syn: closely, mindfully, carefully | Ant: carelessly, inattentively",None,"ad- (biến thể thành at-: tới) + tend (hướng tới, kéo căng) -> attentive (tập trung) + -ly",Neutral / Formal - Rất hay dùng mô tả thái độ trong lớp học hoặc cuộc họp.
carelessly,"<img src=""carelessly.jpg"">",/ˈkeələsli/,[sound:carelessly.mp3],"một cách cẩu thả, bất cẩn",He {{c1::carelessly}} spilled coffee over his keyboard.,"Thực hiện hành động một cách vội vàng, cẩu thả, thiếu sự chú ý đến hậu quả.",In a casual or reckless way; without paying proper attention.,"carelessly drive, carelessly discard, write carelessly","Syn: recklessly, sloppily | Ant: carefully, attentively",None,"care (chăm lo, chú ý) + -less (thiếu) + -ly (trạng từ)",Neutral - Thường dùng khi phê phán hành vi lỗi lầm.
extreme,"<img src=""extreme.jpg"">",/ɪkˈstriːm/,[sound:extreme.mp3],"vô cùng, cực đoan, khắc nghiệt",We are bracing for {{c1::extreme}} weather conditions this winter.,Đạt đến mức độ cao nhất hoặc xa nhất; mang tính khắc nghiệt hoặc không thông thường.,Reaching a high or the highest degree; very great or severe.,"extreme weather, extreme sports, extreme view","Syn: severe, intense, radical | Ant: moderate, mild",go to extremes (đi đến chỗ cực đoan),"gốc Latin 'exterus' (bên ngoài) -> 'extremus' (ngoài cùng nhất, xa nhất)","Neutral / Formal - Thường dùng trong khoa học tự nhiên, địa lý, thể thao mạo hiểm."
extravagant,"<img src=""extravagant.jpg"">",/ɪkˈstrævəɡənt/,[sound:extravagant.mp3],"phung phí, xa hoa, quá mức",She is known for her {{c1::extravagant}} lifestyle and expensive clothes.,Tiêu xài hoang phí quá mức cần thiết hoặc có hành vi vượt quá giới hạn hợp lý.,Lacking restraint in spending money or using resources; exceeding what is reasonable.,"extravagant lifestyle, extravagant gift, extravagant praise","Syn: wasteful, lavish, prodigal | Ant: frugal, thrifty, moderate",None,"extra- (bên ngoài, vượt trội) + vag (gốc Latin 'vagari' - đi lang thang) -> đi ra ngoài giới hạn thông thường",Neutral / Formal - Mang hàm ý hơi phê phán hoặc chỉ sự lộng lẫy xa hoa.
moderate,"<img src=""moderate.jpg"">",/ˈmɒdərət/,[sound:moderate.mp3],"vừa phải, ôn hòa, điều độ",The doctor advised him to do {{c1::moderate}} exercise.,"Ở mức độ vừa phải, trung bình, không quá mức và không quá thiếu.","Average in amount, intensity, quality, or degree; not extreme.","moderate exercise, moderate price, moderate views","Syn: reasonable, average, temperate | Ant: extreme, excessive",in moderation (một cách điều độ),"mod- (gốc Latin 'modus' - khuôn mẫu, đo lường) + -ate (hậu tố tính từ)","Neutral / Academic - Dùng nhiều trong y tế, lối sống, thời tiết và quan điểm chính trị."
load,"<img src=""load.jpg"">",/ləʊd/,[sound:load.mp3],"vật nặng, gánh nặng, trọng tải",The truck was carrying a heavy {{c1::load}} of timber.,"Lượng hàng hóa hoặc vật nặng đang được vận chuyển; hoặc gánh nặng (áp lực công việc, tinh thần).",A heavy or bulky thing that is being carried or is about to be carried.,"heavy load, work load, share the load","Syn: burden, cargo, weight | Ant: None",take a load off one's mind (trút bỏ gánh nặng tinh thần),"gốc tiếng Anh cổ 'lād' (lối đi, hành trình, sự mang vác)",Neutral - Cả nghĩa đen vật lý và nghĩa bóng tâm lý đều phổ thông.
ability,"<img src=""ability.jpg"">",/əˈbɪl.ə.ti/,[sound:ability.mp3],"khả năng, năng lực",She has a remarkable {{c1::ability}} to learn new languages quickly.,"Chỉ năng lực thể chất hoặc tinh thần, hoặc kỹ năng cần thiết để làm việc gì đó.",The physical or mental power or skill needed to do something.,"academic ability, have the ability to, athletic ability","Syn: capability, capacity, skill. Ant: inability, incapacity",to the best of one's ability,able (gốc từ: có thể) + -ity (hậu tố danh từ chỉ trạng thái/chất lượng),Neutral (Thông dụng trong cả văn nói và văn viết trang trọng).
limited,"<img src=""limited.jpg"">",/ˈlɪm.ɪ.tɪd/,[sound:limited.mp3],"hạn chế, có giới hạn",We only have a {{c1::limited}} amount of time to complete this test.,"Nhỏ về số lượng, phạm vi hoặc thời gian; bị giới hạn.","Small or controlled in quantity, amount, or strength.","limited budget, limited resources, limited access","Syn: restricted, finite, bounded. Ant: unlimited, infinite, boundless",limited company (Ltd.),limit (giới hạn) + -ed (hậu tố tính từ),"Neutral đến Formal (Thường dùng trong báo cáo tài chính, học thuật)."
involve,"<img src=""involve.jpg"">",/ɪnˈvɒlv/,[sound:involve.mp3],"bao gồm, liên quan đến",The new project will {{c1::involve}} a lot of research and development.,"Bao gồm cái gì đó như một phần cần thiết, hoặc làm cho ai đó tham gia vào.",To include someone or something as a necessary part or result.,"actively involve, involve risk, involve change","Syn: entail, require, include. Ant: exclude, omit",get involved (in),"in- (vào trong) + volve (gốc Latin 'volvere': cuộn, xoay)",Neutral (Dùng phổ biến trong cả giao tiếp hàng ngày và công việc).
effectively,"<img src=""effectively.jpg"">",/ɪˈfek.tɪv.li/,[sound:effectively.mp3],một cách hiệu quả,You need to manage your time {{c1::effectively}} to avoid stress.,Làm việc gì đó một cách thành công và mang lại kết quả mong muốn.,In a way that is successful and achieves what you want.,"communicate effectively, work effectively, manage effectively","Syn: efficiently, successfully, productively. Ant: ineffectively, inefficiently",effectively speaking,effect (kết quả/tác động) + -ive (hậu tố tính từ) + -ly (hậu tố trạng từ),"Neutral (Sử dụng rộng rãi trong học tập, công việc và đời sống)."
planning,"<img src=""planning.jpg"">",/ˈplæn.ɪŋ/,[sound:planning.mp3],sự lập kế hoạch,Good financial {{c1::planning}} is essential for a secure retirement.,Quá trình suy nghĩ và chuẩn bị các hoạt động cần thiết để đạt được mục tiêu.,The process of making plans for something.,"strategic planning, career planning, financial planning","Syn: preparation, organizing, arranging. Ant: improvisation",go according to plan,plan (kế hoạch) + -ing (hậu tố danh từ hóa hành động),"Neutral (Thường xuất hiện trong quản lý, kinh doanh, học thuật)."
unnecessary,"<img src=""unnecessary.jpg"">",/ʌnˈnes.ə.ser.i/,[sound:unnecessary.mp3],không cần thiết,Buying that expensive gadget was completely {{c1::unnecessary}}.,"Không cần dùng đến hoặc thừa thãi, không giúp ích gì cho tình huống hiện tại.",Not needed; more than is needed.,"unnecessary spending, unnecessary risk, prove unnecessary","Syn: redundant, needless, superfluous. Ant: necessary, essential, vital",cut out the unnecessary,un- (tiền tố phủ định) + necessary (cần thiết),Neutral (Dùng trong mọi ngữ cảnh hàng ngày hoặc trang trọng).
habit,"<img src=""habit.jpg"">",/ˈhæb.ɪt/,[sound:habit.mp3],thói quen,Reading books before bed is a very healthy {{c1::habit}}.,Một hành động được lặp đi lặp lại thường xuyên và đôi khi được thực hiện một cách vô thức.,"Something that you do often and regularly, sometimes without knowing that you are doing it.","break a habit, kick a habit, healthy habit","Syn: custom, routine, pattern. Ant: anomaly, disuse","habit of mind, by force of habit","Gốc Latin 'habere' (có, giữ), qua tiếng Pháp cổ thành 'habit' (hành vi, trang phục).",Neutral (Rất phổ thông trong giao tiếp hằng ngày).
independence,"<img src=""independence.jpg"">",/ˌɪn.dɪˈpen.dəns/,[sound:independence.mp3],"sự độc lập, tự lập",Going to university helps students develop their {{c1::independence}}.,"Sự tự do, không bị kiểm soát hoặc phụ thuộc vào người khác.",The state of wanting to make your own decisions and organize your own life.,"gain independence, financial independence, declare independence","Syn: autonomy, self-reliance, freedom. Ant: dependence, reliance",Independence Day,in- (tiền tố phủ định) + depend (phụ thuộc) + -ence (hậu tố danh từ),Neutral đến Formal (Thường dùng để nói về quốc gia hoặc sự tự lập cá nhân).
experience,"<img src=""experience.jpg"">",/ɪkˈspɪə.ri.əns/,[sound:experience.mp3],"kinh nghiệm, trải nghiệm",She has five years of {{c1::experience}} in digital marketing.,"Kiến thức hoặc kỹ năng có được qua việc làm, nhìn thấy, hoặc trải qua việc gì đó.","Knowledge or skill that you get from doing, seeing, or feeling things.","work experience, hands-on experience, gain experience","Syn: knowledge, expertise, background. Ant: inexperience, greenness",speak from experience,"Gốc Latin 'experiri' (thử nghiệm, thử thách).",Neutral (Từ vựng cơ bản dùng trong cả đời sống và công sở).
duty,"<img src=""duty.jpg"">",/ˈdjuː.ti/,[sound:duty.mp3],"nhiệm vụ, bổn phận",It is our {{c1::duty}} to protect the environment for future generations.,Trách nhiệm bắt buộc phải thực hiện về mặt đạo đức hoặc luật pháp.,Something that you have to do because it is your moral or legal responsibility.,"sense of duty, on duty, civic duty","Syn: obligation, responsibility, task. Ant: exemption, privilege","call of duty, double duty","due (phải trả, thích đáng) + -ty (hậu tố danh từ chỉ trạng thái)","Neutral đến Formal (Thường dùng trong văn cảnh đạo đức, công việc, pháp lý)."
tidy,"<img src=""tidy.jpg"">",/ˈtaɪ.di/,[sound:tidy.mp3],"ngăn nắp, gọn gàng",Please keep your desk {{c1::tidy}} and organized.,"Sạch sẽ, gọn gàng, mọi thứ được sắp xếp đúng vị trí.",Having everything ordered and in the right place.,"tidy room, keep tidy, tidy up","Syn: neat, orderly, organized. Ant: messy, untidy, chaotic",tidy sum (khoản tiền khá lớn),"Từ tiếng Anh trung cổ 'tidi' (hợp thời, thích hợp, đẹp đẽ).",Neutral (Rất phổ biến trong đời sống hàng ngày).
train,"<img src=""train.jpg"">",/treɪn/,[sound:train.mp3],"đào tạo, rèn luyện",The company will {{c1::train}} new employees for two weeks.,Dạy hoặc học các kỹ năng cần thiết cho một công việc hoặc hoạt động cụ thể.,To teach someone or be taught the skills of a particular job or activity.,"train hard, train staff, athletic training","Syn: coach, teach, instruct. Ant: neglect, ignore",train of thought (luồng suy nghĩ),"Gốc tiếng Pháp cổ 'trainer' (kéo, lôi cuốn).","Neutral (Dùng phổ biến trong thể thao, công việc)."
review,"<img src=""review.jpg"">",/rɪˈvjuː/,[sound:review.mp3],"xem xét lại, ôn tập, đánh giá",We should {{c1::review}} the lesson before taking the exam.,"Hành động xem xét lại cái gì đó để thay đổi, cải thiện hoặc học tập.","To think about or look at something again of a decision, book, performance, etc.","peer review, book review, under review","Syn: evaluation, assessment, examine. Ant: ignore, neglect",review mirror (kính chiếu hậu - rearview mirror),"re- (lại) + view (nhìn, xem xét)",Neutral (Dùng nhiều trong học tập và công việc).
instruction,"<img src=""instruction.jpg"">",/ɪnˈstrʌk.ʃən/,[sound:instruction.mp3],"sự hướng dẫn, chỉ dẫn",Follow the {{c1::instruction}} booklet carefully to assemble the desk.,Thông tin hoặc tài liệu chỉ cho ai đó cách làm việc gì hoặc sử dụng máy móc.,"Something that explains how to do something, or how to use something.","follow instructions, detailed instructions, safety instruction","Syn: direction, guidance, order. Ant: misguidance",under the instruction of,instruct (hướng dẫn) + -ion (hậu tố danh từ),"Neutral đến Formal (Xuất hiện nhiều trong sách hướng dẫn, giáo dục)."
growth,"<img src=""growth.jpg"">",/ɡrəʊθ/,[sound:growth.mp3],"sự tăng trưởng, phát triển",The economy has experienced rapid {{c1::growth}} this year.,"Sự gia tăng về kích thước, số lượng, giá trị hoặc sức mạnh.","An increase in the size, amount, or degree of something.","economic growth, population growth, personal growth","Syn: development, expansion, increase. Ant: decline, decrease, shrinkage",growth industry (ngành công nghiệp tăng trưởng nhanh),grow (phát triển) + -th (hậu tố danh từ hóa),"Neutral (Đặc biệt phổ biến trong kinh tế, sinh học và phát triển bản thân)."
financial pressure,"<img src=""financial.jpg"">",/faɪˈnæn.ʃəl ˈpreʃ.ər/,[sound:financial.mp3],áp lực tài chính,Rising living costs have put severe {{c1::financial pressure}} on many families.,Sự căng thẳng hoặc khó khăn do thiếu tiền hoặc nợ nần gây ra.,Stress or worry caused by not having enough money to pay for what is needed.,"face financial pressure, under financial pressure, ease financial pressure","Syn: financial strain, monetary stress. Ant: financial security",feel the pinch,"financial (thuộc tài chính) + pressure (áp lực, sức ép)","Neutral đến Academic (Dùng nhiều trong thảo luận kinh tế hộ gia đình, đời sống xã hội)."
practical,"<img src=""practical.jpg"">",/ˈpræk.tɪ.kəl/,[sound:practical.mp3],"thực tế, thực tiễn","We need a {{c1::practical}} solution to this problem, not just theories.",Có liên quan đến hành động thực tế hơn là lý thuyết hoặc ý tưởng.,"Relating to experience, real situations, or actions rather than ideas or imagination.","practical experience, practical solution, practical skills","Syn: realistic, pragmatic, feasible. Ant: theoretical, impractical",for all practical purposes,Gốc Hy Lạp 'praktikos' (phù hợp cho hành động) + -al (hậu tố tính từ),Neutral (Rất phổ biến trong công việc và đời sống hàng ngày).
income,"<img src=""income.jpg"">",/ˈɪn.kʌm/,[sound:income.mp3],thu nhập,Tax is calculated based on your total annual {{c1::income}}.,"Số tiền một người nhận được từ công việc, đầu tư hoặc kinh doanh.",Money that is earned from doing work or received from investments.,"annual income, source of income, low income","Syn: revenue, earnings, salary. Ant: expenditure, expense",disposable income,in (vào) + come (đến) -> tiền đi vào ví/tài khoản,"Neutral đến Formal (Thường dùng trong kinh tế, quản lý tài chính cá nhân)."
emergency,"<img src=""emergency.jpg"">",/ɪˈmɜː.dʒən.si/,[sound:emergency.mp3],trường hợp khẩn cấp,"In case of {{c1::emergency}}, please use the stairs instead of the elevator.",Tình huống bất ngờ và nguy hiểm cần phải hành động ngay lập tức.,"A sudden, serious, and dangerous situation that needs immediate action.","emergency exit, emergency room, state of emergency","Syn: crisis, urgency, exigency. Ant: normality, peace",break glass in case of emergency,"emerge (nổi lên, xuất hiện) + -ency (hậu tố danh từ chỉ trạng thái)","Neutral (Được sử dụng rộng rãi trong đời sống, y tế và cứu hộ)."
valuable,"<img src=""valuable.jpg"">",/ˈvæl.jə.bəl/,[sound:valuable.mp3],"có giá trị, quý giá",Volunteering is a great way to gain {{c1::valuable}} experience.,"Rất hữu ích hoặc quan trọng, hoặc trị giá rất nhiều tiền.","Worth a lot of money, or very useful and important.","valuable lesson, valuable asset, highly valuable","Syn: precious, priceless, worthful. Ant: worthless, cheap",valuable consideration,value (giá trị) + -able (hậu tố có thể/đáng giá),Neutral (Có thể dùng cho giá trị vật chất lẫn giá trị tinh thần).
