English,IMG,Transcription,Audio,Vietnamese,Sentence,Vietnamese_Explain,English_Explain,Collocations,Synonyms_Antonyms,Phrasal_Idioms,Word_Analysis,Nuance_Register
opposition,"<img src=""opposition.jpg"">",/ˌɒp.əˈzɪʃ.ən/,[sound:opposition.mp3],"sự phản đối, phe đối lập",The new tax policy met with strong {{c1::opposition}} from the public.,"Sự chống đối, phản đối một chính sách/kế hoạch, hoặc phe đối lập trong chính trị.","Resistance or dissent, expressed in action or argument.","strong opposition, leader of the opposition, in opposition to","Syn: resistance, hostility | Ant: support, approval",run counter to,Gốc op-/ob- (chống lại) + ponere (đặt) + hậu tố -tion.,"Formal/Political - Thường dùng trong thảo luận chính trị, báo chí."
resistance,"<img src=""resistance.jpg"">",/rɪˈzɪs.təns/,[sound:resistance.mp3],"sự đề kháng, sức chống lại",Exercise helps build body {{c1::resistance}} against viruses.,"Khả năng hoặc hành động chống lại sự tác động, vi khuẩn, hoặc áp lực bên ngoài.",The refusal to accept or comply with something; the ability to withstand.,"build resistance, offer resistance, resistance to change","Syn: opposition, immunity | Ant: acceptance, compliance",line of least resistance,Tiền tố re- (lại) + sistere (đứng) + hậu tố -ance.,"Neutral/Academic - Phổ biến trong y học, khoa học và đời sống."
collaboration,"<img src=""collaboration.jpg"">",/kəˌlæb.əˈreɪ.ʃən/,[sound:collaboration.mp3],sự hợp tác,The project was completed in {{c1::collaboration}} with international experts.,"Hành động hợp tác, làm việc chung giữa các cá nhân hay tổ chức để hoàn thành mục tiêu.",The action of working with someone to produce or create something.,"in collaboration with, close collaboration, fruitful collaboration","Syn: cooperation, partnership | Ant: division, competition",join forces,Tiền tố col- (cùng nhau) + labor (lao động) + hậu tố -ation.,"Formal/Business - Sử dụng nhiều trong môi trường công việc, nghệ thuật."
imagination,"<img src=""imagination.jpg"">",/ɪˌmædʒ.ɪˈneɪ.ʃən/,[sound:imagination.mp3],trí tưởng tượng,Children often have a vivid {{c1::imagination}} when playing.,"Khả năng hình dung, tưởng tượng ra những ý tưởng hoặc hình ảnh chưa từng có thực.",The ability of the mind to be creative or resourceful.,"vivid imagination, capture the imagination, fire somebody's imagination","Syn: creativity, inventiveness | Ant: reality, literalness",stretch one's imagination,Động từ imagine + hậu tố danh từ -ation.,"Neutral - Dùng phổ biến trong đời sống, nghệ thuật."
indifference,"<img src=""indifference.jpg"">",/ɪnˈdɪf.ər.əns/,[sound:indifference.mp3],"sự thờ ơ, lãnh đạm",He treated the homeless man's plea with complete {{c1::indifference}}.,"Thái độ không quan tâm, thờ ơ, lạnh nhạt trước sự việc hoặc nỗi đau của người khác.","Lack of interest, concern, or sympathy.","complete indifference, treat with indifference, indifference to something","Syn: apathy, unconcern | Ant: empathy, compassion",couldn't care less,Tiền tố in- (không) + difference (khác biệt/quan tâm).,"Formal/Academic - Thường viết trong văn xuôi, báo chí, tâm lý học."
lively,"<img src=""lively.jpg"">",/ˈlaɪv.li/,[sound:lively.mp3],"sống động, hăng hái",The festival had a {{c1::lively}} atmosphere filled with music and dancing.,"Đầy sức sống, sinh động, náo nhiệt hoặc hăng hái.",Full of life and energy; active and outgoing.,"lively debate, lively music, lively discussion","Syn: energetic, vibrant | Ant: dull, lethargic",full of beans,Tính từ/Danh từ live + hậu tố -ly.,"Neutral - Phổ biến trong miêu tả không khí, con người."
vigorous,"<img src=""vigorous.jpg"">",/ˈvɪɡ.ər.əs/,[sound:vigorous.mp3],"mạnh mẽ, sôi nổi",Regular {{c1::vigorous}} exercise is good for heart health.,"Mạnh mẽ, đầy năng lượng, đòi hỏi nhiều thể lực hoặc quyết tâm.","Strong, healthy, and full of energy.","vigorous exercise, vigorous campaign, vigorous opponent","Syn: energetic, robust | Ant: weak, lethargic",with a vengeance,Gốc Latin vigor (sức mạnh) + hậu tố tính từ -ous.,"Formal/Academic - Dùng trong thể thao, y học, tranh luận chính trị."
lethargic,"<img src=""lethargic.jpg"">",/ləˈθɑː.dʒɪk/,[sound:lethargic.mp3],"uể oải, phờ phạc",Hot weather often makes people feel lazy and {{c1::lethargic}}.,"Cảm giác uể oải, thiếu năng lượng, chậm chạp do mệt mỏi hoặc bệnh tật.",Apathetic and sluggish; lacking energy.,"feel lethargic, lethargic response, lethargic state","Syn: sluggish, listless | Ant: energetic, lively",out of steam,Gốc Hy Lạp lethe (quen biết/quên) + argos (chậm chạp) + -ic.,Neutral/Medical - Dùng mô tả trạng thái cơ thể hoặc tinh thần.
merciful,"<img src=""merciful.jpg"">",/ˈmɜː.sɪ.fəl/,[sound:merciful.mp3],"nhân từ, khoan dung",The ruler was known to be {{c1::merciful}} toward prisoners of war.,"Sẵn lòng tha thứ, xót thương hoặc đối xử nhân từ với kẻ dưới cơ.",Showing or exercising mercy; compassionate.,"merciful judge, merciful release, be merciful to","Syn: compassionate, forgiving | Ant: merciless, cruel",temper justice with mercy,Danh từ mercy (lòng tốt/sự tha thứ) + hậu tố -ful.,"Formal/Literary - Thường dùng trong tôn giáo, văn học, lịch sử."
tolerant,"<img src=""tolerant.jpg"">",/ˈtɒl.ər.ənt/,[sound:tolerant.mp3],"Khoan dung, vị tha",A good leader needs to be {{c1::tolerant}} of different opinions.,"Khả năng chấp nhận hoặc chịu đựng quan điểm, hành vi khác biệt của người khác mà không phản đối hay giận dữ.",Showing willingness to allow the existence of opinions or behavior that one does not necessarily agree with.,"tolerant society, highly tolerant, tolerant of differences","Syn: open-minded, forgiving | Ant: intolerant, prejudiced",live and let live,Root 'toler-' (chịu đựng - Latin) + suffix '-ant' (tính từ),"Neutral/Formal - Dùng trong thảo luận xã hội, giáo dục và giao tiếp lịch sự."
unforgiving,,/ˌʌn.fəˈɡɪv.ɪŋ/,[sound:unforgiving.mp3],"không tha thứ, khắc nghiệt",The desert is a harsh and {{c1::unforgiving}} environment.,"Không dễ tha thứ lỗi lầm; hoặc (về môi trường) rất khắc nghiệt, không cho phép sai sót.",Not willing to forgive or excuse people's faults; severe.,"unforgiving environment, unforgiving nature, unforgiving person","Syn: relentless, harsh | Ant: forgiving, merciful",hold a grudge,Tiền tố un- (không) + forgiving (vị tha).,Neutral/Literary - Miêu tả người hoặc điều kiện môi trường.
groundwork,"<img src=""groundwork.jpg"">",/ˈɡraʊnd.wɜːk/,[sound:groundwork.mp3],"bước đệm, nền tảng",They laid the {{c1::groundwork}} for future cooperation during the summit.,Công việc chuẩn bị ban đầu làm nền móng cho kế hoạch hoặc sự phát triển sau này.,Preliminary work undertaken in preparation for the start or development of something.,"lay the groundwork, do the groundwork, solid groundwork","Syn: foundation, preparation | Ant: completion, aftermath",pave the way,Danh từ ghép: ground (mặt đất/nền) + work (công việc).,Formal/Business - Rất phổ biến trong công việc và dự án.
contentment,"<img src=""contentment.jpg"">",/kənˈtent.mənt/,[sound:contentment.mp3],"sự mãn nguyện, hài lòng",She found peace and {{c1::contentment}} in living a simple country life.,"Trạng thái hài lòng, bằng lòng với những gì mình đang có.",A state of happiness and satisfaction.,"feel contentment, sense of contentment, inner contentment","Syn: satisfaction, happiness | Ant: discontent, dissatisfaction",at peace with oneself,Tính từ content (hài lòng) + hậu tố danh từ -ment.,Formal/Literary - Miêu tả cảm xúc tâm hồn.
appreciative,"<img src=""appreciative.jpg"">",/əˈpriː.ʃə.tɪv/,[sound:appreciative.mp3],"trân trọng, biết ơn",The audience was very {{c1::appreciative}} of the artist's performance.,"Thể hiện sự đánh giá cao, biết ơn hoặc thưởng thức điều gì.",Feeling or showing gratitude or pleasure.,"appreciative smile, highly appreciative, be appreciative of","Syn: grateful, thankful | Ant: ungrateful, unappreciative",give credit to,Động từ appreciate + hậu tố tính từ -ive.,"Neutral/Formal - Dùng trong giao tiếp lịch sự, công việc."
ungrateful,"<img src=""ungrateful.jpg"">",/ʌnˈɡreɪt.fəl/,[sound:ungrateful.mp3],vô ơn,It was {{c1::ungrateful}} of him to complain after receiving so much help.,Không thể hiện sự biết ơn đối với ơn nghĩa hoặc sự trợ giúp người khác dành cho mình.,Not feeling or showing gratitude.,"ungrateful child, ungrateful behavior, feel ungrateful","Syn: thankless, unappreciative | Ant: grateful, appreciative",bite the hand that feeds you,Tiền tố un- (không) + grateful (biết ơn).,Neutral - Thường dùng để nhận xét tiêu cực về thái độ.
truthfulness,"<img src=""truthfulness.jpg"">",/ˈtruːθ.fəl.nəs/,[sound:truthfulness.mp3],"sự trung thực, chân thật",The lawyer questioned the {{c1::truthfulness}} of the witness's statement.,"Tính chất chân thật, luôn nói đúng sự thật và không nói dối.",The quality of telling or expressing the truth; honesty.,"doubt the truthfulness, pledge truthfulness, absolute truthfulness","Syn: honesty, veracity | Ant: dishonesty, falsehood",tell it like it is,Tính từ truthful (chân thật) + hậu tố danh từ -ness.,"Formal - Thường dùng trong pháp lý, đạo đức, triết học."
integrity,"<img src=""integrity.jpg"">",/ɪnˈteɡ.rə.ti/,[sound:integrity.mp3],"liêm chính, toàn vẹn",She is respected by everyone for her high moral {{c1::integrity}}.,"Phẩm chất liêm chính, trung thực, giữ vững nguyên tắc đạo đức; hoặc sự nguyên vẹn.",The quality of being honest and having strong moral principles.,"moral integrity, territorial integrity, personal integrity","Syn: honesty, uprightness | Ant: dishonesty, corruption",a person of principle,"Gốc Latin integer (toàn vẹn, nguyên vẹn) + -ity.","Formal - Rất phổ biến trong môi trường lãnh đạo, đạo đức, tổ chức."
dishonesty,"<img src=""dishonesty.jpg"">",/dɪsˈɒn.ɪ.sti/,[sound:dishonesty.mp3],"sự bất lương, sự gian dối",Academic {{c1::dishonesty}} such as cheating will lead to severe punishment.,"Hành vi gian dối, không trung thực, lừa gạt người khác.",Deceitfulness shown in someone's character or behavior.,"academic dishonesty, intellectual dishonesty, act of dishonesty","Syn: deceit, fraud | Ant: honesty, integrity",foul play,Tiền tố dis- (không) + honesty (sự trung thực).,"Formal/Academic - Thường dùng trong giáo dục, pháp luật."
deceit,"<img src=""deceit.jpg"">",/dɪˈsiːt/,[sound:deceit.mp3],"sự lừa gạt, xảo trá",His entire success was built on a web of {{c1::deceit}}.,Hành vi cố ý làm ai đó tin vào điều không đúng sự thật để trục lợi hoặc lừa dối.,The action or practice of deceiving someone by concealing or misrepresenting the truth.,"web of deceit, practice deceit, full of deceit","Syn: deception, trickery | Ant: honesty, frankness",pull the wool over someone's eyes,"Gốc Latin decipere (bẫy, bắt lấy) -> động từ deceive -> danh từ deceit.",Formal/Literary - Thường mang sắc thái lên án mạnh mẽ.
affect,"<img src=""affect.jpg"">",/əˈfekt/,[sound:affect.mp3],"ảnh hưởng đến, tác động",The bad weather will directly {{c1::affect}} the harvest this year.,"Tác động, gây ra sự thay đổi ở ai hoặc cái gì.",To have an effect on; make a difference to.,"directly affect, adversely affect, affect health","Syn: influence, impact | Ant: N/A",take a toll on,Tiền tố ad- (hướng về) + facere (làm/tạo ra) -> affect.,Neutral - Động từ cực kỳ phổ biến trong giao tiếp và học thuật.
extroversion,,/ˌekstrəˈvɜːʃn/,[sound:extroversion.mp3],"hướng ngoại, xu hướng hướng ngoại",Her {{c1::extroversion}} makes her perfect for public relations.,"Đặc điểm tính cách của người thích giao lưu, năng nổ, hướng sự quan tâm ra thế giới bên ngoài.",The quality of being outgoing and directing one's interest outward.,"show extroversion, level of extroversion, high extroversion","Syn: outgoingness, sociability | Ant: introversion",N/A,"Prefix: extro- (outward), Root: vertere (to turn), Suffix: -ion (noun suffix).",Academic/Neutral: Thường xuất hiện trong nghiên cứu tâm lý học nhân cách và các bài kiểm tra tính cách (MBTI).
extrovert,"<img src=""extrovert.jpg"">",/ˈekstrəvɜːt/,[sound:extrovert.mp3],người hướng ngoại,"As an {{c1::extrovert}}, John loves attending crowded parties.","Một người hòa đồng, cởi mở, thích giao lưu xã hội và lấy năng lượng từ việc tương tác với mọi người.","An outgoing, socially confident person.","natural extrovert, typical extrovert, extrovert personality","Syn: socializer, outgoing person | Ant: introvert",social butterfly (người giao thiệp rộng),"Prefix: extro- (outward), Root: vertere (to turn).","Neutral: Cực kỳ phổ biến trong đời sống hàng ngày, trắc nghiệm tính cách và công sở."
meaningless,"<img src=""meaningless.jpg"">",/ˈmiː.nɪŋ.ləs/,[sound:meaningless.mp3],"Vô nghĩa, không có giá trị","Without a clear goal, life can feel {{c1::meaningless}}.","Dùng để mô tả cái gì đó không có mục đích, ý nghĩa, tầm quan trọng hoặc giá trị thực tế.","Having no meaning, purpose, or significance.","meaningless life, meaningless gesture, completely meaningless","Syn: pointless, futile | Ant: meaningful, significant",meaningless talk,Root 'mean' (ý nghĩa) + suffix '-ing' + suffix '-less' (không có),Neutral/Academic - Sử dụng rộng rãi trong cả văn nói và văn viết để chỉ sự thiếu mục đích.
pessimistic,"<img src=""pessimistic.jpg"">",/ˌpes.əˈmɪs.tɪk/,[sound:pessimistic.mp3],"Bi quan, luôn nghĩ tiêu cực",Don't be so {{c1::pessimistic}}; things might turn out better than you think.,Mô tả tính cách hoặc thái độ suy nghĩ luôn kỳ vọng kết quả xấu.,Expecting bad things to happen or assessing a situation negatively.,"pessimistic forecast, overly pessimistic, feel pessimistic","Syn: cynical, defeatist | Ant: optimistic, cheerful",look on the dark side,Root 'pessim-' (xấu nhất) + suffix '-istic' (tính từ),Neutral - Dùng phổ biến trong văn nói và văn viết.
positivity,"<img src=""positivity.jpg"">",/ˌpɒz.əˈtɪv.ə.ti/,[sound:positivity.mp3],"Sự tích cực, tinh thần lạc quan",Her contagious {{c1::positivity}} lifted everyone's spirits in the office.,"Trạng thái hoặc phẩm chất thể hiện sự lạc quan, tự tin và thái độ tích cực đối với cuộc sống.",The practice of being or tendency to be positive or optimistic in attitude.,"spread positivity, body positivity, radiate positivity","Syn: optimism, cheerfulness | Ant: negativity, pessimism",positivity breeds success,Adjective 'positive' + suffix '-ity' (danh từ hóa chỉ trạng thái/tính chất),"Neutral - Thường dùng trong truyền cảm hứng, giao tiếp hàng ngày và tâm lý học."
positive,"<img src=""positive.jpg"">",/ˈpɒz.ə.tɪv/,[sound:positive.mp3],"Tích cực, lạc quan",Try to maintain a {{c1::positive}} attitude even when facing difficult challenges.,"Diễn tả thái độ hướng tới điều tốt đẹp, kết quả có lợi hoặc trạng thái tin tưởng, tự tin.","Constructive, optimistic, or confident.","positive impact, positive attitude, stay positive","Syn: optimistic, upbeat | Ant: negative, pessimistic",on a positive note,"Root 'posit-' (đặt, để - Latin) + suffix '-ive' (tính từ)",Neutral - Phổ biến trong mọi hoàn cảnh giao tiếp.
pessimistic,"<img src=""pessimistic.jpg"">",/ˌpes.əˈmɪs.tɪk/,[sound:pessimistic.mp3],"Bi quan, luôn nghĩ tiêu cực",Don't be so {{c1::pessimistic}}; things might turn out better than you think.,Mô tả tính cách hoặc thái độ suy nghĩ luôn kỳ vọng kết quả xấu.,Expecting bad things to happen or assessing a situation negatively.,"pessimistic forecast, overly pessimistic, feel pessimistic","Syn: cynical, defeatist | Ant: optimistic, cheerful",look on the dark side,Root 'pessim-' (xấu nhất) + suffix '-istic' (tính từ),Neutral - Dùng phổ biến trong văn nói và văn viết.
tolerant,"<img src=""tolerant.jpg"">",/ˈtɒl.ər.ənt/,[sound:tolerant.mp3],"Khoan dung, vị tha",A good leader needs to be {{c1::tolerant}} of different opinions.,"Khả năng chấp nhận hoặc chịu đựng quan điểm, hành vi khác biệt của người khác mà không phản đối hay giận dữ.",Showing willingness to allow the existence of opinions or behavior that one does not necessarily agree with.,"tolerant society, highly tolerant, tolerant of differences","Syn: open-minded, forgiving | Ant: intolerant, prejudiced",live and let live,Root 'toler-' (chịu đựng - Latin) + suffix '-ant' (tính từ),"Neutral/Formal - Dùng trong thảo luận xã hội, giáo dục và giao tiếp lịch sự."
forbearing,,/fɔːˈbeə.rɪŋ/,[sound:forbearing.mp3],"Nhẫn nại, nhẫn nhịn",She was exceedingly {{c1::forbearing}} with the unruly children.,"Thể hiện sự nhẫn nhịn, tự kiềm chế bản thân không nổi giận hay trách phạt dù bị kích động.",Patient and restrained; lenient.,"forbearing nature, gentle and forbearing, highly forbearing","Syn: patient, forgiving, lenient | Ant: impatient, unforgiving",bear with someone,Prefix 'for-' (kiềm chế) + root 'bear' (chịu đựng) + suffix '-ing',"Formal/Literary - Trang trọng, thường gặp trong văn học hoặc mô tả tính cách cao đẹp."
impatient,"<img src=""impatient.jpg"">",/ɪmˈpeɪ.ʃənt/,[sound:impatient.mp3],"Mất nhẫn nại, nôn nóng",He grew {{c1::impatient}} after waiting in line for over an hour.,"Thiếu sự kiên nhẫn, dễ bực mình khi phải chờ đợi hoặc khi công việc diễn ra chậm chạp.",Having or showing a tendency to be quickly irritated or provoked by delay.,"grow impatient, impatient tone, impatient for action","Syn: restless, eager, irritable | Ant: patient, calm",chafing at the bit,Prefix 'im-' (không) + root 'patient' (kiên nhẫn),Neutral - Sử dụng thông dụng trong đời sống hàng ngày.
tranquilly,,/ˈtræŋ.kwɪl.li/,[sound:tranquilly.mp3],"Một cách yên bình, thanh tĩnh",The river flowed {{c1::tranquilly}} through the quiet countryside.,"Thực hiện hay diễn ra trong trạng thái êm đềm, không sóng gió hay xáo trộn.","In a calm, peaceful, and quiet manner.","sleep tranquilly, flow tranquilly, sit tranquilly","Syn: peacefully, calmly, serenely | Ant: noisily, turbulently",calm before the storm,Adjective 'tranquil' (yên bình) + suffix '-ly' (trạng từ),"Written/Literary - Mang tính thi vị, trang trọng."
noisily,,/ˈnɔɪ.zəl.i/,[sound:noisily.mp3],"Một cách ồn ào, ầm ĩ",The children were playing {{c1::noisily}} in the backyard.,"Thực hiện hành động phát ra nhiều tiếng động lớn, gây chú ý hoặc phiền hà.",In a way that makes a lot of noise.,"laugh noisily, eat noisily, complain noisily","Syn: loudly, boisterously | Ant: quietly, silently",make a scene,Noun 'noise' -> Adjective 'noisy' + suffix '-ly' (trạng từ),Neutral - Dùng miêu tả âm thanh trong sinh hoạt hàng ngày.
quietly,"<img src=""quietly.jpg"">",/ˈkwaɪət.li/,[sound:quietly.mp3],"Một cách lặng lẽ, yên tĩnh",She sat {{c1::quietly}} in the corner reading her book.,"Làm điều gì đó rất khẽ, tạo ra ít hoặc không có tiếng động.",With little or no sound; in a calm manner.,"speak quietly, sit quietly, work quietly","Syn: softly, silently, peacefully | Ant: noisily, loudly",keep quiet,Root 'quiet' (yên tĩnh) + suffix '-ly' (trạng từ),Neutral - Rất phổ biến trong mọi ngữ cảnh.
serenely,"<img src=""serenely.jpg"">",/səˈriːn.li/,[sound:serenely.mp3],"Một cách thanh thản, điềm tĩnh",She smiled {{c1::serenely}} despite the chaotic situation around her.,"Diễn tả phong thái cực kỳ điềm tĩnh, an nhiên và không bị xáo trộn bởi âu lo.","In a calm, peaceful, and untroubled manner.","smile serenely, sleep serenely, walk serenely","Syn: calmly, placidly, peacefully | Ant: anxiously, agitatedly",at peace with oneself,Adjective 'serene' (thanh thản) + suffix '-ly' (trạng từ),"Literary/Formal - Mang sắc thái văn học, tinh tế."
likelihood,,/ˈlaɪ.kli.hʊd/,[sound:likelihood.mp3],"Khả năng xảy ra, xác suất",There is a strong {{c1::likelihood}} that it will rain later today.,Mức độ có thể xảy ra của một sự việc hay hiện tượng nào đó.,The fact of being likely to happen; probability.,"high likelihood, strong likelihood, in all likelihood","Syn: probability, chance, possibility | Ant: improbability, unlikelihood",in all likelihood,Root 'likely' (có khả năng) + suffix '-hood' (danh từ chỉ trạng thái),"Neutral/Academic - Phổ biến trong phân tích, dự báo và giao tiếp."
impossibility,"<img src=""impossibility.jpg"">",/ɪmˌpɒs.əˈbɪl.ə.ti/,[sound:impossibility.mp3],"Sự bất khả thi, điều không thể",Achieving perfection in everything is a practical {{c1::impossibility}}.,Trạng thái không thể xảy ra hoặc một điều không thể làm được.,The state of being impossible or something that cannot be done.,"virtual impossibility, near impossibility, physical impossibility","Syn: impracticability, hopelessness | Ant: possibility, feasibility",mission impossible,Prefix 'im-' (không) + root 'possible' + suffix '-ity' (danh từ),Neutral/Formal - Dùng khi nhấn mạnh giới hạn thực tế.
separation,"<img src=""separation.jpg"">",/ˌsep.ərˈeɪ.ʃən/,[sound:separation.mp3],"Sự chia tách, sự ly thân",The couple decided on a temporary {{c1::separation}} to work on their marriage.,"Hành động hoặc trạng thái phân chia, tách rời giữa người với người hoặc vật với vật.",The action or state of moving or being moved apart.,"trial separation, legal separation, degree of separation","Syn: division, disconnection | Ant: union, connection",separation anxiety,Root 'separate' (chia tách) + suffix '-ion' (danh từ chỉ hành động),"Neutral/Formal - Dùng trong pháp lý, tâm lý và xã hội."
distance,"<img src=""distance.jpg"">",/ˈdɪs.təns/,[sound:distance.mp3],"Khoảng cách, sự xa cách",They managed to maintain a close relationship despite the long {{c1::distance}}.,Độ dài không gian/thời gian giữa hai điểm hoặc sự xa cách về mặt cảm xúc.,The amount of space between two places or people.,"long distance, walking distance, keep one's distance","Syn: space, gap, remoteness | Ant: closeness, proximity",go the distance,Prefix 'dis-' (xa) + root 'st-' (đứng) + suffix '-ance',Neutral - Dùng phổ biến trong đời sống hàng ngày.
reply,"<img src=""reply.jpg"">",/rɪˈplaɪ/,[sound:reply.mp3],"Phản hồi, câu trả lời",I am waiting for his {{c1::reply}} to my email.,"Đưa ra câu trả lời bằng lời nói, văn bản hoặc hành động đáp lại một thông điệp.",Say or write something as an answer to someone.,"reply to an email, quick reply, in reply to","Syn: answer, respond | Ant: ask, question",reply in kind,Prefix 're-' (lại) + root 'ply' (gập/cuộn - Latin plicare),Neutral/Formal - Dùng rộng rãi trong trao đổi công việc và đời sống.
react,"<img src=""react.jpg"">",/riˈækt/,[sound:react.mp3],Phản ứng lại,How did he {{c1::react}} when he heard the news?,"Bộc lộ thái độ, cảm xúc hoặc hành động đáp lại một tác động hay sự việc.",Respond to something in a particular way.,"react strongly, react to stress, react with anger","Syn: respond, answer | Ant: ignore, overlook",overreact to something,Prefix 're-' (đáp lại) + root 'act' (hành động),"Neutral - Sử dụng trong tâm lý, khoa học và đời sống."
answer,"<img src=""answer.jpg"">",/ˈɑːn.sər/,[sound:answer.mp3],"Câu trả lời, trả lời",She was unable to {{c1::answer}} the difficult question.,"Cung cấp thông tin giải đáp cho một thắc mắc hoặc đáp lại tín hiệu (chuông cửa, điện thoại).",Say or write something to deal with a question or situation.,"answer the phone, correct answer, clear answer","Syn: reply, response | Ant: question, ask",answer back,Old English 'and-' (đáp lại) + 'swear' (nói/thề),"Neutral - Từ ngữ cơ bản, thông dụng."
