English,IMG,Transcription,Audio,Vietnamese,Sentence,Vietnamese_Explain,English_Explain,Collocations,Synonyms_Antonyms,Phrasal_Idioms,Word_Analysis,Nuance_Register
independence,"<img src=""independence.jpg"">",/ˌɪndɪˈpendəns/,[sound:independence.mp3],"sự độc lập, sự tự lập",Young people often crave {{c1::independence}} from their parents when they enter university.,"Trạng thái tự do, tự mình làm chủ bản thân, không bị phụ thuộc hoặc kiểm soát bởi người khác hoặc quốc gia khác.",The state of being free from outside control or influence; self-reliance.,"gain independence, financial independence, declaration of independence","Syn: freedom, self-reliance, autonomy | Ant: dependence, reliance, captivity",N/A,"Tiền tố phủ định 'in-' (không) + 'dependence' (sự phụ thuộc, gốc Latin 'dependere' - treo lơ lửng từ đâu đó).",Neutral/Formal. Dùng rộng rãi cho cả tự lập cá nhân và độc lập chủ quyền quốc gia.
independently,"<img src=""independently.jpg"">",/ˌɪndɪˈpendəntli/,[sound:independently.mp3],"một cách độc lập, tự lập","In college, students are expected to study and live {{c1::independently}}.","Một cách tự mình thực hiện, không cần sự giúp đỡ, kiểm soát hay dựa dẫm vào người khác.",Without being controlled or influenced by others; on one's own.,"work independently, think independently, act independently","Syn: autonomously, alone, freely | Ant: dependently",N/A,Tính từ 'independent' + hậu tố trạng từ '-ly'.,"Neutral. Thường xuất hiện trong học thuật, tin tuyển dụng (kỹ năng làm việc độc lập) và đời sống."
individual,"<img src=""individual.jpg"">",/ˌɪndɪˈvɪdʒuəl/,[sound:individual.mp3],"cá nhân, riêng lẻ",Each {{c1::individual}} in the team has a unique role to play.,"Một con người riêng lẻ, tách biệt khỏi tập thể; hoặc mang tính chất đặc trưng, riêng biệt của một người/vật.",A single human being as distinct from a group; single or separate.,"individual needs, respect the individual, individual attention","Syn: person, single, separate | Ant: group, collective, joint",N/A,Từ tiếng Latin trung cổ 'individuus' (không thể chia cắt được): in- (không) + dividuus (có thể chia nhỏ).,"Neutral to Formal. Thường dùng trong luật pháp, giáo dục, tâm lý học và môi trường công sở."
laundry,"<img src=""laundry.jpg"">",/ˈlɔːndri/,[sound:laundry.mp3],"việc giặt là, quần áo bẩn cần giặt",Doing the {{c1::laundry}} is one of the basic chores of living alone.,"Quần áo, ga giường cần được giặt hoặc đã được giặt sạch; hoặc nơi chuyên giặt ủi quần áo.",Clothes and linen that need to be washed or that have newly been washed.,"do the laundry, laundry basket, dirty laundry","Syn: washing, wash | Ant: N/A",wash dirty laundry in public,"Từ tiếng Pháp cổ 'lavanderie', gốc từ tiếng Latin 'lavare' (giặt, rửa).",Neutral. Từ vựng đời sống sinh hoạt cực kỳ thông dụng.
lifestyle,"<img src=""lifestyle.jpg"">",/ˈlaɪfstaɪl/,[sound:lifestyle.mp3],"lối sống, phong cách sống",She decided to adopt a healthier {{c1::lifestyle}} by sleeping early.,"Cách thức sinh sống, thói quen sinh hoạt và hành vi ứng xử đặc trưng của một cá nhân hoặc tập thể.",The way in which a person or group lives.,"healthy lifestyle, sedentary lifestyle, modern lifestyle","Syn: way of life, conduct, habits | Ant: N/A",N/A,"Từ ghép từ: 'life' (cuộc sống) + 'style' (phong cách, kiểu dáng).","Neutral. Sử dụng rộng rãi trong giao tiếp hàng ngày, y khoa dự phòng và tiếp thị xã hội."
maturity,"<img src=""maturity.jpg"">",/məˈtʃʊərəti/,[sound:maturity.mp3],"sự trưởng thành, chín chắn",He showed great {{c1::maturity}} in handling the difficult situation.,"Trạng thái phát triển đầy đủ, hoàn thiện về mặt thể chất, trí tuệ, cảm xúc hoặc thời hạn hợp đồng (tài chính).","The state, fact, or period of being fully grown, developed, or ripe.","emotional maturity, reach maturity, level of maturity","Syn: adulthood, wisdom, development | Ant: immaturity, youthfulness",come of age,"Tính từ 'mature' (gốc Latin 'maturus' - chín, đúng lúc) + hậu tố danh từ '-ity' (chỉ trạng thái, tính chất).","Neutral/Formal. Phổ biến trong tâm lý học phát triển, đời sống và lĩnh vực tài chính ngân hàng."
motivation,"<img src=""motivation.jpg"">",/ˌməʊtɪˈveɪʃn/,[sound:motivation.mp3],"động lực, sự thúc đẩy",My main {{c1::motivation}} for learning English is to get a better job.,"Lý do hoặc năng lượng nội tại thôi thúc ai đó hành động, cố gắng hết mình để đạt mục tiêu.",The reason or reasons one has for acting or behaving in a particular way.,"high motivation, lack of motivation, find motivation","Syn: inspiration, drive, incentive, encouragement | Ant: apathy, discouragement",N/A,Động từ 'motivate' (gốc Latin 'movere' - di chuyển) + hậu tố danh từ hành động '-tion'.,"Neutral. Thường xuất hiện trong lĩnh vực giáo dục, quản trị nhân sự, tâm lý học phát triển."
organize,"<img src=""organize.jpg"">",/ˈɔːɡənaɪz/,[sound:organize.mp3],"sắp xếp, tổ chức",It takes time to {{c1::organize}} your desk and files efficiently.,"Sắp xếp các đồ vật một cách có trật tự, hệ thống; hoặc lên kế hoạch, chuẩn bị tỉ mỉ cho một sự kiện.",To arrange systematically; to make arrangements for an event or activity.,"organize an event, organize files, highly organized","Syn: arrange, plan, coordinate, classify | Ant: disorganize, mess up, confuse",get organized,"Từ tiếng Hy Lạp 'organon' (công cụ, cơ quan) + hậu tố động từ hóa '-ize' (làm cho có tính chất).","Neutral. Dùng rộng rãi từ đời sống hàng ngày đến công sở, sự kiện chuyên nghiệp."
overwhelmed,"<img src=""overwhelmed.jpg"">",/ˌəʊvəˈwelmd/,[sound:overwhelmed.mp3],"bị quá tải, bị ngợp",She felt {{c1::overwhelmed}} by the amount of homework she had to do.,"Trạng thái bị lấn át cảm xúc hoặc quá tải về tâm lý khi có quá nhiều việc, thông tin hoặc áp lực ập đến cùng lúc.",Feeling sudden strong emotion or having too much to deal with.,"feel overwhelmed, overwhelmed with work, overwhelmed by emotion","Syn: swamped, overloaded, devastated | Ant: relaxed, unaffected, calm",N/A,"Tiền tố 'over-' (vượt mức, quá) + động từ tiếng Anh trung cổ 'whelmen' (lật ngược, dìm xuống).",Neutral. Cực kỳ thông dụng để giãi bày cảm xúc áp lực hay trầm trồ trước sự việc gì đó quá lớn.
practical,"<img src=""practical.jpg"">",/ˈpræktɪkl/,[sound:practical.mp3],"thực tế, thực tiễn, có ích","We need to find a {{c1::practical}} solution to this problem, not just talk about theory.","Liên quan đến việc thực hành, ứng dụng vào đời sống thực tế hơn là lý thuyết suông; có tính khả thi và hữu dụng.",Relating to the actual doing or use of something rather than with theory and ideas.,"practical advice, practical experience, practical solution","Syn: realistic, functional, pragmatic | Ant: theoretical, impractical, useless",for all practical purposes,"Từ tiếng Hy Lạp 'praktikos' (thích hợp cho hành động), từ gốc 'prassein' (làm, thực hiện) + hậu tố tính từ '-al'.","Neutral. Xuất hiện phổ biến trong khoa học, giáo dục, công nghệ và lời khuyên đời sống."
rent,"<img src=""rent.jpg"">",/rent/,[sound:rent.mp3],"tiền thuê nhà; thuê (nhà, xe...)",She pays $500 a month in {{c1::rent}} for her apartment.,"Số tiền trả định kỳ để sử dụng tài sản (đất đai, nhà, xe) của người khác; hoặc hành động chi trả để sử dụng tạm thời.",A regular payment made to a landlord for the use of property; to pay for the use of something.,"pay rent, rent an apartment, high rent","Syn: lease, hire, payment | Ant: own (verb)",rent out,"Từ tiếng Pháp cổ 'rente' (khoản thu nhập, tiền nộp), xuất phát từ Latin 'rendere' (trả lại).","Neutral. Dùng trong mọi bối cảnh giao dịch bất động sản, tài chính cá nhân và cuộc sống thường nhật."
self-study,"<img src=""self-study.jpg"">",/ˌself ˈstʌdi/,[sound:self-study.mp3],tự học,Excellent {{c1::self-study}} skills are necessary for online learning.,"Hành động tự học tập, nghiên cứu và tiếp thu kiến thức một chủ đề nào đó mà không có sự dạy dỗ trực tiếp từ giáo viên.",Studying on one's own without direct supervision or instruction.,"self-study material, method of self-study, engage in self-study","Syn: self-education, independent study | Ant: classroom instruction, guided learning",N/A,"Từ ghép gồm: danh từ 'self' (tự bản thân) + động từ/danh từ 'study' (học tập, nghiên cứu).","Neutral. Thường được đề cập trong giáo dục hiện đại, mô tả kỹ năng cá nhân và tự phát triển."
situation,"<img src=""situation.jpg"">",/ˌsɪtʃuˈeɪʃn/,[sound:situation.mp3],"tình huống, hoàn cảnh, tình thế",We must assess the {{c1::situation}} carefully before making any decisions.,"Tập hợp các sự kiện, hoàn cảnh xảy ra tại một địa điểm, thời điểm cụ thể làm ảnh hưởng tới người hay vật.",A set of circumstances in which one finds oneself; a state of affairs.,"difficult situation, assess the situation, control the situation","Syn: circumstance, condition, state, scenario | Ant: N/A",win-win situation,"Từ tiếng Latin 'situare' (đặt vị trí), từ danh từ gốc 'situs' (nơi chốn, vị trí) + hậu tố '-tion' (chỉ trạng thái).","Neutral. Rất đa dụng, xuất hiện trong các bài phát biểu, bài luận lẫn giao tiếp thân mật."
struggle,"<img src=""struggle.jpg"">",/ˈstrʌɡl/,[sound:struggle.mp3],"đấu tranh, vật lộn, gặp khó khăn",Many international students {{c1::struggle}} with the language barrier.,"Nỗ lực hết mình và vô cùng khó khăn để vượt qua nghịch cảnh, thử thách hoặc rào cản.",To make a forceful effort to get free of restraint; to strive to achieve or survive under difficulties.,"struggle to do something, struggle with depression, struggle for survival","Syn: fight, strive, grapple, wrestle | Ant: surrender, yield, ease",uphill struggle,"Có nguồn gốc từ tiếng Anh trung cổ 'struglen', từ gốc ngôn ngữ German cổ diễn tả sự cứng rắn hoặc cố sức.","Neutral. Dùng mô tả các nỗ lực cá nhân (học hành, sức khỏe tâm lý) hoặc phong trào lịch sử xã hội."
study,"<img src=""study.jpg"">",/ˈstʌdi/,[sound:study.mp3],"học tập, nghiên cứu",You need to {{c1::study}} hard if you want to pass the final exam.,"Dành thời gian và sự chú ý cao độ để tiếp thu kiến thức thông qua sách vở, thực nghiệm hoặc trường lớp.",To devote time and attention to acquiring knowledge on an academic subject.,"study abroad, conduct a study, study habit","Syn: learn, examine, research, investigate | Ant: ignore, neglect",brown study,"Từ gốc Latin 'studere' (có nhiệt huyết, hăng say nỗ lực hướng tới việc gì đó).",Neutral. Từ vựng nền tảng cực kỳ quen thuộc trong môi trường học đường và học thuật.
support,"<img src=""support.jpg"">",/səˈpɔːt/,[sound:support.mp3],"ủng hộ, hỗ trợ, nuôi nấng",Parents should always {{c1::support}} their children's positive dreams.,"Giúp đỡ, khích lệ hoặc cung cấp những thứ thiết yếu (tài chính, tinh thần) giúp ai đó vượt qua khó khăn hoặc thành công.","To give assistance to, especially financially or emotionally; to hold up.","provide support, emotional support, financial support","Syn: assist, help, back, aid | Ant: oppose, hinder, obstruct",support group,"Từ tiếng Latin 'supportare': sub- (từ bên dưới) + portare (mang, vác) -> mang vác hộ từ phía dưới.","Neutral. Được dùng trong tất cả các lĩnh vực như kỹ thuật (IT support), tài chính và các mối quan hệ xã hội."
transportation,"<img src=""transportation.jpg"">",/ˌtrænspɔːˈteɪʃn/,[sound:transportation.mp3],"giao thông vận tải, phương tiện đi lại",Public {{c1::transportation}} is very convenient in big cities.,Hệ thống hoặc cách thức di chuyển con người và hàng hóa từ vị trí này sang vị trí khác.,The action of transporting someone or something or the system of vehicles for doing this.,"public transportation, means of transportation, transportation system","Syn: transport, transit, conveyance | Ant: N/A",N/A,"Động từ 'transport' (gốc Latin: trans- 'xuyên qua' + portare 'mang, chở') + hậu tố danh từ '-ation'.","Neutral to Formal. Thường dùng nhiều trong địa lý, quy hoạch đô thị, công việc và đời sống."
visible,"<img src=""visible.jpg"">",/ˈvɪzəbl/,[sound:visible.mp3],"có thể nhìn thấy được, rõ ràng",The stars are easily {{c1::visible}} on a clear night.,"Có thể nhìn thấy trực tiếp bằng mắt thường; hiển nhiên, dễ nhận ra, dễ nhận biết.",Able to be seen; perceptible to the eye or easily noticed.,"highly visible, visible change, visible to the naked eye","Syn: noticeable, apparent, clear, observable | Ant: invisible, hidden, obscure",N/A,"Từ tiếng Latin 'visibilis', gốc từ 'videre' (nhìn) + hậu tố '-ible' (có thể thực hiện được).","Neutral. Phổ biến trong phân tích số liệu khoa học, thời tiết, hiện tượng tự nhiên và văn phong học thuật."
allow somebody to do something,"<img src=""allow.jpg"">",/əˈlaʊ ˈsʌmbədi tu duː ˈsʌmθɪŋ/,[sound:allow.mp3],cho phép ai đó làm gì,My parents {{c1::allow me to go}} out with friends on weekends.,"Cấu trúc ngữ pháp diễn đạt việc cấp quyền, sự đồng thuận hoặc trao cơ hội cho đối tượng nào đó thực hiện hành vi cụ thể.",To give someone permission or the opportunity to perform a specific action.,"allow someone access, allow somebody freedom","Syn: permit someone to do, let someone do | Ant: forbid someone from doing, prohibit",allow for,"Động từ 'allow' (từ Pháp cổ 'alouer' - khen ngợi, chấp thuận) + đại từ tân ngữ + to-infinitive.","Neutral. Thường dùng trong cả đời sống sinh hoạt, quy tắc trường học, gia đình và văn bản pháp luật."
encourage somebody to do something,"<img src=""encourage.jpg"">",/ɪnˈkʌrɪdʒ ˈsʌmbədi tu duː ˈsʌmθɪŋ/,[sound:encourage.mp3],"khuyến khích, động viên ai đó làm gì",Teachers always {{c1::encourage students to ask}} questions.,"Cấu trúc dùng để nói về hành động cổ vũ, tiếp thêm tinh thần, sự tự tin hoặc khuyên nhủ ai đó nỗ lực thực hiện việc gì.","To give someone support, confidence, or hope to do something.","strongly encourage, encourage active participation","Syn: inspire someone to, urge someone to, motivate | Ant: discourage someone from, deter",N/A,"Tiền tố 'en-' (làm cho, đem vào) + danh từ 'courage' (lòng can đảm, trái tim) + tân ngữ + to-infinitive.","Neutral. Thường xuyên sử dụng trong các ngữ cảnh giáo dục, quản trị đội nhóm và gắn kết tình cảm."
learn to do something,"<img src=""learn.jpg"">",/lɜːn tuː duː ˈsʌmθɪŋ/,[sound:learn.mp3],học cách làm gì đó,She had to {{c1::learn to manage}} her time better once she started college.,"Bắt đầu có được kỹ năng hoặc kiến thức để thực hiện một hành động cụ thể thông qua quá trình luyện tập, học hỏi hoặc trải nghiệm.","To acquire the knowledge or skill to perform a particular action through study, experience, or being taught.","learn to swim, learn to speak English, learn to adapt","Syn: acquire a skill, master; Ant: forget, unlearn","learn the hard way, learn by heart","learn (v) có nguồn gốc từ tiếng Anh cổ 'leornian' (được biết, học hỏi). 'To do something' là động từ nguyên mẫu có 'to' đóng vai trò tân ngữ chỉ mục đích học.",Neutral (Trung tính). Thường dùng trong cả văn phong trang trọng và đời sống hàng ngày.
move away,,/muːv əˈweɪ/,[sound:moveaway.mp3],"chuyển đi nơi khác, rời đi",They decided to {{c1::move away}} from the city to enjoy a quieter life.,"Rời khỏi nơi cư trú, sinh sống hoặc làm việc hiện tại để đến định cư ở một nơi khác, hoặc di chuyển ra xa một vật thể/vị trí.",To leave the area where you have been living or working and go to live or work in a different place; to distance oneself.,"move away from home, move away to college, move away permanently","Syn: relocate, emigrate, depart; Ant: move in, stay, settle down","move on, move out","move (v) từ tiếng Pháp cổ 'mouvoir' (di chuyển) + away (adv) từ tiếng Anh cổ 'onweg' (đi nơi khác, biến mất).",Neutral (Trung tính). Rất phổ biến trong cả văn nói và văn viết.
need to do something,"<img src=""need.jpg"">",/niːd tuː duː ˈsʌmθɪŋ/,[sound:need.mp3],cần phải làm gì đó,You {{c1::need to finish}} this report before the meeting starts.,"Diễn tả nghĩa vụ, bổn phận hoặc sự cần thiết phải thực hiện một hành động nào đó.","To have to do something because it is necessary, obligatory, or highly important.","urgently need to, badly need to, need to focus","Syn: have to, must, require; Ant: do not have to, needless","in need of, need to have one's head examined","need (v) xuất phát từ tiếng Anh cổ 'nēodian' (yêu cầu, đòi hỏi). Theo sau bởi động từ nguyên mẫu có 'to' (to-infinitive).",Neutral (Trung tính). Sử dụng rộng rãi trong mọi hoàn cảnh giao tiếp.
on one's own,,/ɒn wʌnz əʊn/,[sound:ononesown.mp3],"tự mình, độc lập, một mình",She managed to complete the difficult project entirely {{c1::on her own}}.,"Tự mình làm một việc gì đó mà không cần sự giúp đỡ của người khác, hoặc ở một mình, cô đơn.","Alone, without help, or independent of others.","live on one's own, work on one's own, make a decision on one's own","Syn: independently, by oneself, alone; Ant: together, with help, jointly",stand on one's own two feet,Cụm từ cố định. 'on' (giới từ) + tính từ sở hữu (one's) + 'own' (tính từ/danh từ chỉ sự sở hữu riêng biệt).,Neutral/Informal (Trung tính đến thân mật). Phổ biến trong cả giao tiếp hàng ngày và văn viết không quá trang trọng.
rely on,,/rɪˈlaɪ ɒn/,[sound:relyon.mp3],"phụ thuộc vào, tin tưởng vào","As a team, we need to {{c1::rely on}} each other's strengths.","Tin tưởng, tín nhiệm hoặc phụ thuộc vào ai đó/cái gì đó để được giúp đỡ, hỗ trợ hoặc đạt được kết quả mong muốn.",To depend on or trust someone or something to do something or to behave in a particular way.,"rely heavily on, rely on for support, rely on technology","Syn: depend on, trust, count on; Ant: distrust, suspect, doubt",rely upon,"rely (v) từ tiếng Pháp cổ 'relier' (liên kết, trói buộc), gốc Latin 'religare' + on (giới từ chỉ đối tượng hướng tới).",Neutral (Trung tính). Dùng được trong cả đời sống hàng ngày và văn phong học thuật/công sở.
require somebody to do something,"<img src=""require.jpg"">",/rɪˈkwaɪə ˈsʌmbədi tuː duː ˈsʌmθɪŋ/,[sound:require.mp3],yêu cầu/bắt buộc ai làm gì,The school rules {{c1::require students to wear}} uniforms daily.,"Yêu cầu, bắt buộc hoặc đòi hỏi ai đó phải thực hiện một hành động hoặc tuân theo một quy định cụ thể.","To make it necessary for someone to do something, typically by authority, law, or rule.","require someone to submit, legally require someone to, require someone to provide","Syn: compel, demand, oblige; Ant: permit, allow, exempt","as required, if required","require (v) từ gốc Latin 'requirere' (đòi hỏi, tìm kiếm), gồm tiền tố 're-' (lặp lại) + 'quaerere' (hỏi, tìm kiếm) + 'somebody' (tân ngữ) + 'to-infinitive'.","Formal (Trang trọng). Thường dùng trong luật pháp, văn bản quy chế, quy định công sở hoặc học thuật."
struggle to do something,"<img src=""struggle.jpg"">",/ˈstrʌɡ.əl tuː duː ˈsʌmθɪŋ/,[sound:struggle.mp3],gặp khó khăn/chật vật khi làm gì,Many small businesses {{c1::struggle to survive}} during economic downturns.,"Nỗ lực rất nhiều hoặc gặp nhiều khó khăn, trở ngại khi cố gắng thực hiện một hành động hay giải quyết một vấn đề.",To experience difficulty and make a great effort to do something.,"struggle to cope, struggle to breathe, struggle to make ends meet","Syn: strive, endeavor, battle; Ant: succeed easily, breeze through","struggle for, struggle against","struggle (v) có thể bắt nguồn từ tiếng Đức cổ hoặc Bắc Âu, liên quan đến việc đấu tranh dữ dội. Theo sau là 'to do something' chỉ mục tiêu đang gặp trở ngại.",Neutral (Trung tính). Thường được dùng để miêu tả các khó khăn đời sống cá nhân hoặc thách thức vĩ mô trong văn phong báo chí.
